"item_short","CNT","full_credit","no_credit"
"M949Q01","MAC",434,91
"M949Q01","MEX",421,465
"M949Q01","MNE",320,321
"M949Q01","NLD",511,117
"M949Q01","NOR",464,148
"M949Q01","NZL",354,166
"M949Q01","PER",282,500
"M949Q01","POL",564,178
"M949Q01","PRT",570,271
"M949Q01","QAT",826,1113
"M949Q01","QCH",927,210
"M949Q01","QES",2511,1253
"M949Q01","QUC",133,55
"M949Q01","QUE",132,86
"M949Q01","RUS",479,228
"M949Q01","SGP",583,133
"M949Q01","SVK",445,276
"M949Q01","SVN",519,194
"M949Q01","SWE",441,169
"M949Q01","TAP",714,189
"M949Q01","THA",463,473
"M949Q01","TUN",264,310
"M949Q01","TUR",290,394
"M949Q01","URY",320,382
"M949Q01","USA",388,266
"M949Q02","ARE",510,1124
"M949Q02","AUS",491,1212
"M949Q02","AUT",212,593
"M949Q02","BEL",477,610
"M949Q02","BGR",252,413
"M949Q02","BRA",261,2211
"M949Q02","CAN",775,1568
"M949Q02","CHE",361,627
"M949Q02","CHL",180,600
"M949Q02","COL",112,1225
"M949Q02","CRI",79,616
"M949Q02","CZE",308,476
"M949Q02","DEU",199,525
"M949Q02","DNK",139,637
"M949Q02","DOM",35,685
"M949Q02","ESP",119,673
"M949Q02","EST",277,364
"M949Q02","FIN",107,568
"M949Q02","FRA",326,350
"M949Q02","GBR",539,1077
"M949Q02","GRC",190,441
"M949Q02","HKG",380,246
"M949Q02","HRV",154,518
"M949Q02","HUN",126,522
"M949Q02","IRL",348,613
"M949Q02","ISL",49,335
"M949Q02","ISR",341,456
"M949Q02","ITA",539,822
"M949Q02","JPN",541,218
"M949Q02","KOR",476,174
"M949Q02","LTU",267,509
"M949Q02","LUX",243,363
"M949Q02","LVA",267,299
"M949Q02","MAC",353,171
"M949Q02","MEX",106,776
"M949Q02","MNE",125,510
"M949Q02","NLD",120,507
"M949Q02","NOR",217,390
"M949Q02","NZL",161,358
"M949Q02","PER",78,700
"M949Q02","POL",250,490
"M949Q02","PRT",352,486
"M949Q02","QAT",485,1448
"M949Q02","QCH",850,286
"M949Q02","QES",558,3191
"M949Q02","QUC",68,120
"M949Q02","QUE",52,166
"M949Q02","RUS",342,363
"M949Q02","SGP",451,264
"M949Q02","SVK",241,481
"M949Q02","SVN",183,527
"M949Q02","SWE",74,533
"M949Q02","TAP",602,300
"M949Q02","THA",226,707
"M949Q02","TUN",146,429
"M949Q02","TUR",125,558
"M949Q02","URY",111,576
"M949Q02","USA",182,469
"M953Q03","AUS",637,817
"M953Q03","AUT",439,253
"M953Q03","BEL",666,329
"M953Q03","CAN",1236,918
"M953Q03","CHE",538,298
"M953Q03","CZE",387,310
"M953Q03","DEU",424,236
"M953Q03","DNK",439,281
"M953Q03","ESP",415,280
"M953Q03","EST",425,197
"M953Q03","FIN",301,315
"M953Q03","FRA",314,269
"M953Q03","GBR",857,626
"M953Q03","GRC",248,342
"M953Q03","HKG",469,146
"M953Q03","HRV",254,331
"M953Q03","HUN",300,274
"M953Q03","IRL",587,296
"M953Q03","ISL",179,164
"M953Q03","ISR",350,328
"M953Q03","ITA",655,502
"M953Q03","JPN",442,259
"M953Q03","KOR",339,267
"M953Q03","LTU",334,353
"M953Q03","LUX",257,269
"M953Q03","LVA",174,338
"M953Q03","MAC",366,144
"M953Q03","MNE",154,322
"M953Q03","NLD",412,185
"M953Q03","NOR",300,267
"M953Q03","NZL",253,196
"M953Q03","POL",379,301
"M953Q03","PRT",328,388
"M953Q03","QAT",537,1135
"M953Q03","QCH",784,318
"M953Q03","QES",2122,1246
"M953Q03","QUC",96,75
"M953Q03","QUE",107,110
"M953Q03","RUS",352,272
"M953Q03","SGP",557,145
"M953Q03","SVK",344,286
"M953Q03","SVN",339,313
"M953Q03","SWE",247,222
"M953Q03","TAP",595,270
"M953Q03","THA",258,652
"M953Q03","TUR",123,513
"M953Q03","USA",278,342
"M954Q01","AUS",965,580
"M954Q01","AUT",537,211
"M954Q01","BEL",769,269
"M954Q01","CAN",1625,589
"M954Q01","CHE",635,259
"M954Q01","CZE",584,162
"M954Q01","DEU",491,212
"M954Q01","DNK",515,238
"M954Q01","ESP",546,189
"M954Q01","EST",531,128
"M954Q01","FIN",462,198
"M954Q01","FRA",466,186
"M954Q01","GBR",1088,459
"M954Q01","GRC",381,206
"M954Q01","HKG",518,107
"M954Q01","HRV",461,164
"M954Q01","HUN",422,180
"M954Q01","IRL",669,225
"M954Q01","ISL",219,146
"M954Q01","ISR",469,286
"M954Q01","ITA",971,313
"M954Q01","JPN",579,138
"M954Q01","KOR",473,142
"M954Q01","LTU",505,224
"M954Q01","LUX",413,152
"M954Q01","LVA",406,140
"M954Q01","MAC",446,82
"M954Q01","MNE",366,200
"M954Q01","NLD",396,202
"M954Q01","NOR",384,224
"M954Q01","NZL",321,156
"M954Q01","POL",534,179
"M954Q01","PRT",506,269
"M954Q01","QAT",812,1029
"M954Q01","QCH",911,217
"M954Q01","QES",2596,933
"M954Q01","QUC",134,43
"M954Q01","QUE",152,71
"M954Q01","RUS",565,137
"M954Q01","SGP",624,87
"M954Q01","SVK",515,184
"M954Q01","SVN",516,191
"M954Q01","SWE",329,211
"M954Q01","TAP",708,172
"M954Q01","THA",416,541
"M954Q01","TUR",288,377
"M954Q01","USA",463,176
"M954Q04","AUS",435,1000
"M954Q04","AUT",278,404
"M954Q04","BEL",363,626
"M954Q04","CAN",666,1443
"M954Q04","CHE",322,513
"M954Q04","CZE",231,471
"M954Q04","DEU",271,380
"M954Q04","DNK",189,512
"M954Q04","ESP",172,509
"M954Q04","EST",205,428
"M954Q04","FIN",179,376
"M954Q04","FRA",172,417
"M954Q04","GBR",523,879
"M954Q04","GRC",55,481
"M954Q04","HKG",263,349
"M954Q04","HRV",138,429
"M954Q04","HUN",98,450
"M954Q04","IRL",309,543
"M954Q04","ISL",80,256
"M954Q04","ISR",138,523
"M954Q04","ITA",283,881
"M954Q04","JPN",208,419
"M954Q04","KOR",177,374
"M954Q04","LTU",135,552
"M954Q04","LUX",185,339
"M954Q04","LVA",113,396
"M954Q04","MAC",191,329
"M954Q04","MNE",37,431
"M954Q04","NLD",200,358
"M954Q04","NOR",148,379
"M954Q04","NZL",133,294
"M954Q04","POL",163,491
"M954Q04","PRT",199,520
"M954Q04","QAT",206,1458
"M954Q04","QCH",395,706
"M954Q04","QES",802,2488
"M954Q04","QUC",57,115
"M954Q04","QUE",59,160
"M954Q04","RUS",150,495
"M954Q04","SGP",426,270
"M954Q04","SVK",229,441
"M954Q04","SVN",183,453
"M954Q04","SWE",116,348
"M954Q04","TAP",251,596
"M954Q04","THA",139,776
"M954Q04","TUR",23,547
"M954Q04","USA",164,450
"M955Q03","ARE",39,1401
"M955Q03","AUS",48,1358
"M955Q03","AUT",59,541
"M955Q03","BEL",105,709
"M955Q03","BGR",21,503
"M955Q03","BRA",23,1833
"M955Q03","CAN",139,1812
"M955Q03","CHE",72,638
"M955Q03","CHL",18,571
"M955Q03","COL",13,1120
"M955Q03","CRI",9,573
"M955Q03","CZE",32,547
"M955Q03","DEU",47,520
"M955Q03","DNK",27,605
"M955Q03","DOM",6,560
"M955Q03","ESP",67,607
"M955Q03","EST",35,479
"M955Q03","FIN",13,487
"M955Q03","FRA",46,428
"M955Q03","GBR",36,1291
"M955Q03","GRC",32,502
"M955Q03","HKG",20,414
"M955Q03","HRV",28,517
"M955Q03","HUN",31,477
"M955Q03","IRL",59,772
"M955Q03","ISL",14,269
"M955Q03","ISR",42,562
"M955Q03","ITA",82,974
"M955Q03","JPN",35,521
"M955Q03","KOR",21,469
"M955Q03","LTU",11,615
"M955Q03","LUX",33,449
"M955Q03","LVA",30,445
"M955Q03","MAC",29,402
"M955Q03","MEX",24,726
"M955Q03","MNE",18,376
"M955Q03","NLD",66,449
"M955Q03","NOR",18,431
"M955Q03","NZL",7,410
"M955Q03","PER",7,566
"M955Q03","POL",28,547
"M955Q03","PRT",56,600
"M955Q03","QAT",34,1582
"M955Q03","QCH",65,866
"M955Q03","QES",314,2842
"M955Q03","QUC",5,164
"M955Q03","QUE",3,197
"M955Q03","RUS",31,567
"M955Q03","SGP",30,475
"M955Q03","SVK",25,548
"M955Q03","SVN",45,556
"M955Q03","SWE",18,401
"M955Q03","TAP",66,633
"M955Q03","THA",33,796
"M955Q03","TUN",11,424
"M955Q03","TUR",12,587
"M955Q03","URY",41,489
"M955Q03","USA",15,585
"M961Q03","ARE",744,806
"M961Q03","BGR",310,308
"M961Q03","BRA",720,1356
"M961Q03","CHL",417,359
"M961Q03","COL",427,806
"M961Q03","CRI",238,379
"M961Q03","DOM",105,529
"M961Q03","MEX",316,486
"M961Q03","PER",314,387
"M961Q03","TUN",132,391
"M961Q03","URY",282,337
"M967Q01","ARE",468,1097
"M967Q01","BGR",211,417
"M967Q01","BRA",283,1661
"M967Q01","CHL",271,464
"M967Q01","COL",230,1025
"M967Q01","CRI",99,518
"M967Q01","DOM",28,616
"M967Q01","MEX",237,547
"M967Q01","PER",139,518
"M967Q01","TUN",84,428
"M967Q01","URY",222,356
"M967Q03","ARE",149,1462
"M967Q03","BGR",64,589
"M967Q03","BRA",84,1975
"M967Q03","CHL",79,711
"M967Q03","COL",71,1207
"M967Q03","CRI",28,611
"M967Q03","DOM",21,645
"M967Q03","MEX",36,754
"M967Q03","PER",35,648
"M967Q03","TUN",26,508
"M967Q03","URY",36,587
"M982Q01","ARE",1287,318
"M982Q01","AUS",1379,234
"M982Q01","AUT",724,97
"M982Q01","BEL",959,119
"M982Q01","BGR",509,170
"M982Q01","BRA",1863,637
"M982Q01","CAN",1924,391
"M982Q01","CHE",853,142
"M982Q01","CHL",625,185
"M982Q01","COL",1034,291
"M982Q01","CRI",532,162
"M982Q01","CZE",711,80
"M982Q01","DEU",644,99
"M982Q01","DNK",711,76
"M982Q01","DOM",430,303
"M982Q01","ESP",673,117
"M982Q01","EST",600,47
"M982Q01","FIN",595,71
"M982Q01","FRA",615,88
"M982Q01","GBR",1446,187
"M982Q01","GRC",512,114
"M982Q01","HKG",463,150
"M982Q01","HRV",527,133
"M982Q01","HUN",570,71
"M982Q01","IRL",881,95
"M982Q01","ISL",307,83
"M982Q01","ISR",675,122
"M982Q01","ITA",1158,159
"M982Q01","JPN",600,162
"M982Q01","KOR",514,130
"M982Q01","LTU",597,151
"M982Q01","LUX",521,89
"M982Q01","LVA",491,60
"M982Q01","MAC",405,116
"M982Q01","MEX",698,183
"M982Q01","MNE",512,121
"M982Q01","NLD",531,82
"M982Q01","NOR",561,54
"M982Q01","NZL",469,55
"M982Q01","PER",625,165
"M982Q01","POL",696,78
"M982Q01","PRT",744,84
"M982Q01","QAT",1457,460
"M982Q01","QCH",812,295
"M982Q01","QES",3264,482
"M982Q01","QUC",156,27
"M982Q01","QUE",188,18
"M982Q01","RUS",587,101
"M982Q01","SGP",627,90
"M982Q01","SVK",643,88
"M982Q01","SVN",640,85
"M982Q01","SWE",544,78
"M982Q01","TAP",539,361
"M982Q01","THA",712,226
"M982Q01","TUN",458,129
"M982Q01","TUR",474,196
"M982Q01","URY",546,146
"M982Q01","USA",560,90
"M982Q02","ARE",473,1127
"M982Q02","AUS",544,1075
"M982Q02","AUT",230,580
"M982Q02","BEL",418,656
"M982Q02","BGR",122,550
"M982Q02","BRA",455,2007
"M982Q02","CAN",880,1430
"M982Q02","CHE",278,710
"M982Q02","CHL",297,492
"M982Q02","COL",248,1061
"M982Q02","CRI",123,553
"M982Q02","CZE",273,513
"M982Q02","DEU",251,488
"M982Q02","DNK",234,546
"M982Q02","DOM",52,662
"M982Q02","ESP",269,509
"M982Q02","EST",179,464
"M982Q02","FIN",142,519
"M982Q02","FRA",246,451
"M982Q02","GBR",679,935
"M982Q02","GRC",142,485
"M982Q02","HKG",217,397
"M982Q02","HRV",212,449
"M982Q02","HUN",213,431
"M982Q02","IRL",414,557
"M982Q02","ISL",123,262
"M982Q02","ISR",219,577
"M982Q02","ITA",512,796
"M982Q02","JPN",346,408
"M982Q02","KOR",291,346
"M982Q02","LTU",201,538
"M982Q02","LUX",154,451
"M982Q02","LVA",141,406
"M982Q02","MAC",142,376
"M982Q02","MEX",237,634
"M982Q02","MNE",138,487
"M982Q02","NLD",190,424
"M982Q02","NOR",190,421
"M982Q02","NZL",217,302
"M982Q02","PER",205,566
"M982Q02","POL",369,396
"M982Q02","PRT",360,463
"M982Q02","QAT",445,1461
"M982Q02","QCH",339,764
"M982Q02","QES",1264,2436
"M982Q02","QUC",74,108
"M982Q02","QUE",77,129
"M982Q02","RUS",147,540
"M982Q02","SGP",399,318
"M982Q02","SVK",221,506
"M982Q02","SVN",320,397
"M982Q02","SWE",123,485
"M982Q02","TAP",247,647
"M982Q02","THA",200,740
"M982Q02","TUN",90,484
"M982Q02","TUR",107,558
"M982Q02","URY",77,597
"M982Q02","USA",241,406
"M982Q03","ARE",829,779
"M982Q03","AUS",979,664
"M982Q03","AUT",564,259
"M982Q03","BEL",750,329
"M982Q03","BGR",471,219
"M982Q03","BRA",1169,1369
"M982Q03","CAN",1484,839
"M982Q03","CHE",668,334
"M982Q03","CHL",505,312
"M982Q03","COL",709,618
"M982Q03","CRI",371,320
"M982Q03","CZE",532,264
"M982Q03","DEU",506,242
"M982Q03","DNK",513,276
"M982Q03","DOM",323,424
"M982Q03","ESP",549,240
"M982Q03","EST",386,263
"M982Q03","FIN",513,157
"M982Q03","FRA",505,200
"M982Q03","GBR",998,643
"M982Q03","GRC",392,240
"M982Q03","HKG",459,156
"M982Q03","HRV",433,235
"M982Q03","HUN",422,229
"M982Q03","IRL",615,367
"M982Q03","ISL",258,134
"M982Q03","ISR",448,356
"M982Q03","ITA",946,384
"M982Q03","JPN",569,193
"M982Q03","KOR",458,186
"M982Q03","LTU",438,315
"M982Q03","LUX",387,221
"M982Q03","LVA",389,165
"M982Q03","MAC",401,119
"M982Q03","MEX",506,375
"M982Q03","MNE",365,280
"M982Q03","NLD",416,199
"M982Q03","NOR",388,233
"M982Q03","NZL",318,209
"M982Q03","PER",375,418
"M982Q03","POL",521,251
"M982Q03","PRT",506,327
"M982Q03","QAT",798,1131
"M982Q03","QCH",763,351
"M982Q03","QES",2581,1177
"M982Q03","QUC",130,53
"M982Q03","QUE",129,78
"M982Q03","RUS",435,256
"M982Q03","SGP",525,191
"M982Q03","SVK",429,314
"M982Q03","SVN",451,272
"M982Q03","SWE",423,201
"M982Q03","TAP",680,221
"M982Q03","THA",517,430
"M982Q03","TUN",283,304
"M982Q03","TUR",393,280
"M982Q03","URY",367,334
"M982Q03","USA",392,261
"M982Q04","ARE",448,1151
"M982Q04","AUS",604,1032
"M982Q04","AUT",430,388
"M982Q04","BEL",595,482
"M982Q04","BGR",282,407
"M982Q04","BRA",570,1938
"M982Q04","CAN",1089,1229
"M982Q04","CHE",539,460
"M982Q04","CHL",221,591
"M982Q04","COL",260,1058
"M982Q04","CRI",109,575
"M982Q04","CZE",411,379
"M982Q04","DEU",419,323
"M982Q04","DNK",546,237
"M982Q04","DOM",148,587
"M982Q04","ESP",342,446
"M982Q04","EST",336,312
"M982Q04","FIN",448,221
"M982Q04","FRA",330,368
"M982Q04","GBR",791,841
"M982Q04","GRC",243,387
"M982Q04","HKG",411,203
"M982Q04","HRV",295,375
"M982Q04","HUN",232,418
"M982Q04","IRL",409,567
"M982Q04","ISL",214,177
"M982Q04","ISR",368,431
"M982Q04","ITA",634,694
"M982Q04","JPN",549,208
"M982Q04","KOR",361,281
"M982Q04","LTU",315,436
"M982Q04","LUX",281,325
"M982Q04","LVA",269,282
"M982Q04","MAC",340,178
"M982Q04","MEX",214,661
"M982Q04","MNE",190,453
"M982Q04","NLD",365,251
"M982Q04","NOR",372,243
"M982Q04","NZL",234,292
"M982Q04","PER",160,627
"M982Q04","POL",406,367
"M982Q04","PRT",295,536
"M982Q04","QAT",446,1477
"M982Q04","QCH",680,432
"M982Q04","QES",1697,2041
"M982Q04","QUC",104,79
"M982Q04","QUE",73,134
"M982Q04","RUS",268,421
"M982Q04","SGP",430,284
"M982Q04","SVK",329,412
"M982Q04","SVN",399,319
"M982Q04","SWE",308,312
"M982Q04","TAP",622,274
"M982Q04","THA",290,654
"M982Q04","TUN",97,486
"M982Q04","TUR",191,480
"M982Q04","URY",207,493
"M982Q04","USA",223,426
"M992Q01","ARE",954,638
"M992Q01","AUS",1233,373
"M992Q01","AUT",636,172
"M992Q01","BEL",822,240
"M992Q01","BGR",430,231
"M992Q01","BRA",1296,1043
"M992Q01","CAN",1913,402
"M992Q01","CHE",744,235
"M992Q01","CHL",600,199
"M992Q01","COL",846,464
"M992Q01","CRI",439,238
"M992Q01","CZE",646,142
"M992Q01","DEU",588,144
"M992Q01","DNK",610,164
"M992Q01","DOM",334,370
"M992Q01","ESP",580,205
"M992Q01","EST",502,140
"M992Q01","FIN",505,155
"M992Q01","FRA",527,163
"M992Q01","GBR",1193,417
"M992Q01","GRC",411,210
"M992Q01","HKG",529,85
"M992Q01","HRV",490,166
"M992Q01","HUN",469,167
"M992Q01","IRL",760,217
"M992Q01","ISL",283,107
"M992Q01","ISR",551,223
"M992Q01","ITA",953,342
"M992Q01","JPN",640,116
"M992Q01","KOR",505,133
"M992Q01","LTU",534,198
"M992Q01","LUX",449,156
"M992Q01","LVA",389,160
"M992Q01","MAC",445,75
"M992Q01","MEX",530,339
"M992Q01","MNE",389,211
"M992Q01","NLD",468,147
"M992Q01","NOR",480,124
"M992Q01","NZL",422,95
"M992Q01","PER",474,293
"M992Q01","POL",554,208
"M992Q01","PRT",552,264
"M992Q01","QAT",1054,837
"M992Q01","QCH",918,190
"M992Q01","QES",2750,978
"M992Q01","QUC",148,34
"M992Q01","QUE",162,45
"M992Q01","RUS",519,157
"M992Q01","SGP",600,118
"M992Q01","SVK",523,203
"M992Q01","SVN",530,182
"M992Q01","SWE",452,149
"M992Q01","TAP",760,138
"M992Q01","THA",512,416
"M992Q01","TUN",265,301
"M992Q01","TUR",354,312
"M992Q01","URY",470,214
"M992Q01","USA",470,181
"M992Q02","ARE",132,1441
"M992Q02","AUS",247,1338
"M992Q02","AUT",120,659
"M992Q02","BEL",223,805
"M992Q02","BGR",73,578
"M992Q02","BRA",94,2191
"M992Q02","CAN",363,1911
"M992Q02","CHE",228,723
"M992Q02","CHL",87,669
"M992Q02","COL",102,1181
"M992Q02","CRI",33,630
"M992Q02","CZE",144,606
"M992Q02","DEU",90,607
"M992Q02","DNK",126,624
"M992Q02","DOM",14,664
"M992Q02","ESP",70,685
"M992Q02","EST",90,542
"M992Q02","FIN",89,546
"M992Q02","FRA",84,576
"M992Q02","GBR",168,1411
"M992Q02","GRC",70,545
"M992Q02","HKG",174,435
"M992Q02","HRV",63,572
"M992Q02","HUN",78,535
"M992Q02","IRL",102,852
"M992Q02","ISL",62,320
"M992Q02","ISR",112,634
"M992Q02","ITA",258,992
"M992Q02","JPN",261,463
"M992Q02","KOR",164,463
"M992Q02","LTU",101,622
"M992Q02","LUX",73,504
"M992Q02","LVA",70,461
"M992Q02","MAC",142,375
"M992Q02","MEX",97,762
"M992Q02","MNE",37,532
"M992Q02","NLD",73,535
"M992Q02","NOR",105,477
"M992Q02","NZL",77,425
"M992Q02","PER",117,629
"M992Q02","POL",109,616
"M992Q02","PRT",115,672
"M992Q02","QAT",120,1734
"M992Q02","QCH",419,677
"M992Q02","QES",365,3219
"M992Q02","QUC",30,154
"M992Q02","QUE",17,189
"M992Q02","RUS",138,524
"M992Q02","SGP",242,467
"M992Q02","SVK",126,595
"M992Q02","SVN",122,557
"M992Q02","SWE",78,491
"M992Q02","TAP",346,547
"M992Q02","THA",157,772
"M992Q02","TUN",19,537
"M992Q02","TUR",49,598
"M992Q02","URY",34,615
"M992Q02","USA",69,575
"M998Q04","ARE",556,1050
"M998Q04","AUS",568,1090
"M998Q04","AUT",307,484
"M998Q04","BEL",429,615
"M998Q04","BGR",213,415
"M998Q04","BRA",606,1466
"M998Q04","CAN",699,1600
"M998Q04","CHE",393,544
"M998Q04","CHL",186,551
"M998Q04","COL",442,813
"M998Q04","CRI",176,455
"M998Q04","CZE",292,458
"M998Q04","DEU",313,392
"M998Q04","DNK",318,443
"M998Q04","DOM",161,472
"M998Q04","ESP",289,473
"M998Q04","EST",236,394
"M998Q04","FIN",255,403
"M998Q04","FRA",305,341
"M998Q04","GBR",517,1087
"M998Q04","GRC",242,376
"M998Q04","HKG",274,350
"M998Q04","HRV",243,414
"M998Q04","HUN",228,399
"M998Q04","IRL",305,643
"M998Q04","ISL",136,226
"M998Q04","ISR",325,422
"M998Q04","ITA",68,111
"M998Q04","JPN",372,369
"M998Q04","KOR",302,344
"M998Q04","LTU",256,510
"M998Q04","LUX",217,361
"M998Q04","LVA",179,375
"M998Q04","MAC",209,295
"M998Q04","MEX",241,545
"M998Q04","MNE",219,382
"M998Q04","NLD",261,362
"M998Q04","NOR",256,334
"M998Q04","NZL",178,326
"M998Q04","PER",226,452
"M998Q04","POL",260,467
"M998Q04","PRT",324,478
"M998Q04","QAT",226,499
"M998Q04","QCH",523,599
"M998Q04","QES",1356,2265
"M998Q04","QUC",65,121
"M998Q04","QUE",67,151
"M998Q04","RUS",222,456
"M998Q04","SGP",224,488
"M998Q04","SVK",248,446
"M998Q04","SVN",265,433
"M998Q04","SWE",231,335
"M998Q04","TAP",397,503
"M998Q04","THA",271,615
"M998Q04","TUN",200,311
"M998Q04","TUR",198,479
"M998Q04","URY",231,417
"M998Q04","USA",188,447
"R055Q01","ARE",981,600
"R055Q01","AUS",1305,332
"R055Q01","AUT",665,120
"R055Q01","BEL",827,233
"R055Q01","BGR",457,214
"R055Q01","BRA",1375,810
"R055Q01","CAN",1951,352
"R055Q01","CHE",734,166
"R055Q01","CHL",696,110
"R055Q01","COL",1028,331
"R055Q01","CRI",532,147
"R055Q01","CZE",648,139
"R055Q01","DEU",628,108
"R055Q01","DNK",644,122
"R055Q01","DOM",386,291
"R055Q01","ESP",643,124
"R055Q01","EST",577,47
"R055Q01","FIN",603,80
"R055Q01","FRA",564,151
"R055Q01","GBR",1257,331
"R055Q01","GRC",442,200
"R055Q01","HKG",446,175
"R055Q01","HRV",514,153
"R055Q01","HUN",489,172
"R055Q01","IRL",772,163
"R055Q01","ISL",327,65
"R055Q01","ISR",562,202
"R055Q01","ITA",1109,207
"R055Q01","JPN",564,194
"R055Q01","KOR",566,80
"R055Q01","LTU",515,249
"R055Q01","LUX",474,122
"R055Q01","LVA",475,86
"R055Q01","MAC",353,148
"R055Q01","MEX",643,178
"R055Q01","MNE",387,230
"R055Q01","NLD",468,137
"R055Q01","NOR",509,114
"R055Q01","NZL",417,113
"R055Q01","PER",517,206
"R055Q01","POL",563,141
"R055Q01","PRT",744,110
"R055Q01","QAT",1039,887
"R055Q01","QCH",891,251
"R055Q01","QES",3105,597
"R055Q01","QUC",155,26
"R055Q01","QUE",180,33
"R055Q01","RUS",538,123
"R055Q01","SGP",611,94
"R055Q01","SVK",567,160
"R055Q01","SVN",624,92
"R055Q01","SWE",526,98
"R055Q01","TAP",734,168
"R055Q01","THA",621,302
"R055Q01","TUN",290,241
"R055Q01","TUR",404,262
"R055Q01","URY",520,168
"R055Q01","USA",526,108
"R067Q01","ARE",1301,310
"R067Q01","AUS",1467,224
"R067Q01","AUT",720,76
"R067Q01","BEL",963,124
"R067Q01","BGR",566,103
"R067Q01","BRA",1926,530
"R067Q01","CAN",1969,339
"R067Q01","CHE",861,98
"R067Q01","CHL",735,71
"R067Q01","COL",1160,169
"R067Q01","CRI",598,90
"R067Q01","CZE",710,72
"R067Q01","DEU",682,63
"R067Q01","DNK",677,107
"R067Q01","DOM",446,284
"R067Q01","ESP",697,81
"R067Q01","EST",601,37
"R067Q01","FIN",616,70
"R067Q01","FRA",624,82
"R067Q01","GBR",1430,198
"R067Q01","GRC",525,124
"R067Q01","HKG",553,70
"R067Q01","HRV",627,54
"R067Q01","HUN",565,85
"R067Q01","IRL",869,77
"R067Q01","ISL",336,62
"R067Q01","ISR",592,93
"R067Q01","ITA",1239,91
"R067Q01","JPN",621,159
"R067Q01","KOR",557,93
"R067Q01","LTU",664,80
"R067Q01","LUX",549,66
"R067Q01","LVA",524,37
"R067Q01","MAC",414,113
"R067Q01","MEX",648,195
"R067Q01","MNE",529,98
"R067Q01","NLD",521,102
"R067Q01","NOR",544,95
"R067Q01","NZL",458,64
"R067Q01","PER",633,119
"R067Q01","POL",670,65
"R067Q01","PRT",771,88
"R067Q01","QAT",1525,386
"R067Q01","QCH",1015,160
"R067Q01","QES",3291,417
"R067Q01","QUC",160,22
"R067Q01","QUE",190,31
"R067Q01","RUS",642,46
"R067Q01","SGP",644,77
"R067Q01","SVK",625,98
"R067Q01","SVN",689,50
"R067Q01","SWE",564,72
"R067Q01","TAP",653,238
"R067Q01","THA",693,240
"R067Q01","TUN",388,156
"R067Q01","TUR",508,171
"R067Q01","URY",551,106
"R067Q01","USA",562,80
"R083Q01","AUS",958,714
"R083Q01","AUT",506,280
"R083Q01","BEL",699,391
"R083Q01","CAN",1376,888
"R083Q01","CHE",583,382
"R083Q01","CZE",488,298
"R083Q01","DEU",496,241
"R083Q01","DNK",466,316
"R083Q01","ESP",506,270
"R083Q01","EST",443,212
"R083Q01","FIN",431,248
"R083Q01","FRA",462,238
"R083Q01","GBR",899,744
"R083Q01","GRC",407,226
"R083Q01","HKG",392,212
"R083Q01","HRV",432,242
"R083Q01","HUN",319,328
"R083Q01","IRL",589,341
"R083Q01","ISL",232,142
"R083Q01","ISR",458,290
"R083Q01","ITA",862,449
"R083Q01","JPN",415,338
"R083Q01","KOR",438,212
"R083Q01","LTU",446,351
"R083Q01","LUX",396,227
"R083Q01","LVA",350,214
"R083Q01","MAC",331,189
"R083Q01","MNE",289,308
"R083Q01","NLD",367,223
"R083Q01","NOR",323,299
"R083Q01","NZL",322,197
"R083Q01","POL",474,277
"R083Q01","PRT",507,341
"R083Q01","QCH",674,456
"R083Q01","QES",2399,1288
"R083Q01","QUC",114,60
"R083Q01","QUE",119,93
"R083Q01","RUS",451,223
"R083Q01","SGP",420,297
"R083Q01","SVK",415,311
"R083Q01","SVN",447,287
"R083Q01","SWE",431,193
"R083Q01","TAP",523,375
"R083Q01","THA",373,564
"R083Q01","TUR",299,379
"R083Q01","USA",341,300
"R083Q02","AUS",1326,333
"R083Q02","AUT",600,192
"R083Q02","BEL",930,152
"R083Q02","CAN",1887,370
"R083Q02","CHE",769,190
"R083Q02","CZE",653,130
"R083Q02","DEU",573,157
"R083Q02","DNK",639,139
"R083Q02","ESP",630,133
"R083Q02","EST",573,85
"R083Q02","FIN",510,166
"R083Q02","FRA",585,109
"R083Q02","GBR",1316,307
"R083Q02","GRC",470,154
"R083Q02","HKG",505,101
"R083Q02","HRV",450,210
"R083Q02","HUN",494,147
"R083Q02","IRL",773,159
"R083Q02","ISL",287,85
"R083Q02","ISR",565,186
"R083Q02","ITA",1037,255
"R083Q02","JPN",638,108
"R083Q02","KOR",554,89
"R083Q02","LTU",602,191
"R083Q02","LUX",484,136
"R083Q02","LVA",461,100
"R083Q02","MAC",432,90
"R083Q02","MNE",413,149
"R083Q02","NLD",493,97
"R083Q02","NOR",477,149
"R083Q02","NZL",414,101
"R083Q02","POL",633,110
"R083Q02","PRT",678,154
"R083Q02","QCH",860,268
"R083Q02","QES",3008,638
"R083Q02","QUC",147,28
"R083Q02","QUE",182,28
"R083Q02","RUS",551,121
"R083Q02","SGP",605,114
"R083Q02","SVK",570,141
"R083Q02","SVN",603,132
"R083Q02","SWE",537,82
"R083Q02","TAP",644,243
"R083Q02","THA",654,287
"R083Q02","TUR",420,260
"R083Q02","USA",528,111
"R083Q03","AUS",1190,491
"R083Q03","AUT",552,242
"R083Q03","BEL",855,242
